Sl no,"Part No.
230 volt",Brand,Model,Description,Unit,MRP QAR,MRP AED
1,14250010,RCF,PX 4116,"UHF multi-ch true diversity wireless Lavalier mic. System, belt clip transm.",PCS,2099,2073
1,14115023,RCF,HE 2006,Headset mic. to be combined with PX2106/4116 transmitters,PCS,194,191
1,17360031,RCF,AR 1620,"Rack accessory to install one or two receivers in 19"" rack cabinet",PCS,431,425
1,14322012,RCF,BM 3003,"3 zones desk-top paging mike console for ES3323, 5mt. Cable with RJ conn",PCS,1453,1435
1,14322008,RCF,BM 3001,"Desk-top paging mike console for ES3160, 5mt.cable with RJ conn.",PCS,883,872
1,14322013,RCF,BM 3022,"Goos. consolle c/w microph., 0 dB output, AC/DC ",PCS,1937,1914
1,14320135,RCF,BM 3014,"Desk-top paging mike console, 5mt.cable with XLR conn.",PCS,861,851
1,14380014,RCF,A 504-N,Slide-on holder for hand-held microphone,PCS,43,43
1,14310008,RCF,A 507,Universal slide on holder,PCS,43,43
1,14380022,RCF,AC AD2405,BM 3022 power supply adapter,PCS,183,181
1,13360247,RCF,AC MIC DK,MC4064 support,PCS,323,319
1,14380011,RCF,AC S50DK,"Microphone desk stand, solid base",PCS,215,213
1,14380035,RCF,AC 501DK,"Microphone desk stand, solid base with XLR",PCS,689,680
1,14380027,RCF,AC S76FL,Mic floor stand,PCS,258,255
1,14380033,RCF,AC 503FS,Adaptor for MC5054 with mic floor stand,PCS,151,149
1,14380034,RCF,AC 502LC,Adaptor for MC5054 - universal desktop table support,PCS,140,138
1,14380029,RCF,A 53,10 x adaptors 3/8 to 5/8 for AC S50DK with MD7600/7800,PCS,129,128
1,12170094,RCF,MP 300,Speak through system,PCS,3875,3827
1,12100053,RCF,ES 2160,"USB, bluetooth, MP3 160W amplifier",PCS,3875,3827
1,12135107,RCF,ES 3080,"USB, SD card, bluetooth -MP3 + 2 IN + 1 AUX IN - 80W amplifier",PCS,3283,3243
1,12135082,RCF,AM 1125,"5 input mixer amp. 120W AC/DC, 3 MIC/LINE. Priority",PCS,2260,2233
1,12135062,RCF,AM 2080,"2+2 input mixer amp. 80W AC, 2 MIC/LINE, Phantom, VOX activ. Priority",PCS,2529,2498
1,12135058,RCF,AM 2160,"4+2 input mixer amplifier 160W AC, 4 MIC/LINE, Phantom, VOX activ. Priority",PCS,3336,3296
1,12135059,RCF,AM 2320,"4+2 input mixer amplifier 320W AC, 4 MIC/LINE, Phantom, VOX activ. Priority",PCS,4843,4784
1,12135061,RCF,UP 2321,1+1 input power amplifier 320W AC,PCS,4197,4146
1,12135065,RCF,UP 2162,2 x 1+1 input power amplifier 2 x 160W AC,PCS,4736,4678
1,12135070,RCF,UP 8501,1+1 input power amplifier 500W AC/DC,PCS,6780,6698
1,12135077,RCF,UP 8502,2 x 1+1 input power amplifier 2 x 250W AC/DC,PCS,7964,7867
1,12135079,RCF,UP 8504,4 x 1+1 input power amplifier 4 x 125W AC/DC,PCS,8502,8399
1,17100003,RCF,PR 4093,Pre-amplifier 9 input 3 output (1 mono + 1 stereo),PCS,1453,1435
1,13360046,RCF,TD 30,"High quality extended range multitap transformer 100V in, 4-8 ohm output, 30 W",PCS,312,308
1,13360047,RCF,TD 60,"High quality extended range multitap transformer 100V in, 4-8 ohm output, 60 W",PCS,334,330
1,13360049,RCF,TD 240,"High quality extended range multitap transformer 100V in, 4-8 ohm output, 240 W",PCS,560,553
1,13133045,RCF,PL 40,"31/2"" flush mnt. ceil. speaker with line transf., 8W, IP 44",PCS,183,181
1,13133060,RCF,PL 50,"6"" twin-cone flush mounting ceiling speaker, white, 6W, 70-100V, plastic grille",PCS,97,96
1,13110214,RCF,PL 60,"6"" twin-cone flush mounting ceiling speaker, white, 6W, 70-100V",PCS,140,138
1,13133042,RCF,PL 6X,"6"" coax flush mnt. ceil. speaker with line transf., 12W, IP 44 ",PCS,248,245
1,13133043,RCF,PL 8X,"8"" coax flush mnt. ceil. speaker with line transf., 20W, IP 44 ",PCS,334,330
1,13100087,RCF,PL 6X B,"6"" coax flush mnt. ceil. speaker with line transf., 12W, IP 44, black",PCS,248,245
1,13100088,RCF,PL 8X B,"8"" coax flush mnt. ceil. speaker with line transf., 20W, IP 44, black",PCS,334,330
1,13000049,RCF,DM 41,"Compact cabinet, 2way with 31/2"" woofer, 15W with line transf, IP55, white",PCS,355,351
1,13000387,RCF,DM 41 B,"Compact cabinet, 2way with 31/2"" woofer, 15W - 8 Ohm, IP55, black",PCS,355,351
1,13000050,RCF,DM 61,"Compact cabinet, 2way with 6"" woofer, 25W with line transf, IP55, white",PCS,753,744
1,13100089,RCF,MQ 50C B,"Two-way ceiling monitor, wide dispersion, light weight, built-in 30W line transf. (Black)",PCS,936,925
1,13000081,RCF,MQ 50C W,"Two-way ceiling monitor, wide dispersion, light weight, built-in 30W line transf. (White)",PCS,936,925
1,13000094,RCF,MQ 80P B,"Hi-efficiency two-way horn loaded sound projector, built-in 30W line transf., IP 55 (Black colour)",PCS,1130,1116
1,13000096,RCF,MQ 80P W,"Hi-efficiency two-way horn loaded sound projector, built-in 30W line transf., IP 55 (White colour)",PCS,1130,1116
1,13000186,RCF,MQ 100L B,3 way mini-column array speaker system - black,PCS,1399,1382
1,13000187,RCF,MQ 100L W,3 way mini-column array speaker system - white,PCS,1399,1382
1,13133054,RCF,BS 8,"Pendent ball spkr., white autoesting.plastic, 20W, 100V, 5 mt.cable",PCS,431,425
1,13133084,RCF,GS 60,Garden speaker - IP56 - coaxial trasducers,PCS,1507,1488
1,13000220,RCF,DU 31AT,"2 way in-wall mounting speaker 6W 100V, with volume control, white",PCS,183,181
1,13000232,RCF,CS 3082,"2way column speaker, 8x2"" woofers + 2 TW, 30W - 100V, white",PCS,1033,1021
1,13360123,RCF,A 1331,Multi purpose mounting adapter for DU31 & DU31AT,PCS,97,96
1,13320107,RCF,A 1360,White adapter to surface mount  PL 60,PCS,118,117
1,13360206,RCF,AC WM CS,Pair of swivel mounting bracket for CS3041 and 3082,PCS,183,181
1,13130001,RCF,HD 310T,"W/tight alumin. Horn 30W, 70/100V - IP 65 ",PCS,753,744
1,13133041,RCF,HD 410T,"70/100V 50W round ALU paging horn, IP 66, INOX acc., ",PCS,1292,1276
1,13330006,RCF,TD 507,"Multitap transf. for D 5076; 50W, 50/100V",PCS,258,255
1,13160032,RCF,AT 10Z,10W / 4 Ohm Constant impedance attenuator (frame not included),PCS,194,191
1,13160033,RCF,AT 20T,20 W / 100V Transformer attenuator (frame not included),PCS,334,330
1,13160035,RCF,AT 40T,40 W / 100V Transformer attenuator (frame not included),PCS,420,415
1,13160036,RCF,CT 61,Volume control for line Transfomer 6 Positions (frame not included),PCS,215,213
1,13360050,RCF,TL 128,"Multitap auto-transformer 100V in, 100V out, 120 W",PCS,215,213
1,13160034,RCF,CP 52,Program selection for line 100 V 5 position (frame not included),PCS,172,170
1,17170179,RCF,CR 2609,"9 U Rack cabinet 19"", wheels + frontal door with glass",PCS,3444,3402
1,17170081,RCF,CR 2628,"28 U Rack cabinet 19"", forced vent. w/thermal switch ",PCS,6780,6698
1,17170082,RCF,CR 2642,"42 U Rack cabinet 19"", forced vent. w/thermal switch ",PCS,8395,8292
1,17170129,RCF,CR 2615FV,"15 U Rack cabinet 19"", forced vent. W/thermal switch",PCS,5812,5741
1,17100008,RCF,AK 2615V,Ventilated rack cabinet door for CR 2615 and CR 2615FV,PCS,1561,1542
1,17100009,RCF,AK 2628V,Ventilated rack cabinet door for CR 2628,PCS,2260,2233
1,17100010,RCF,AK 2642V,Ventilated rack cabinet door for CR 2642,PCS,2798,2764
1,17360038,RCF,RR 2601,Wheels kit for CR 2628 and CR 2642 rack cabinets ,PCS,979,967
1,17360027,RCF,AR 2605,"Multi AC socket on rack rear-support, 16A MAX, DIN BAR for the application of 4 standard DIN modules",PCS,549,542
1,17360039,RCF,AR 1050,Lateral rack support for installation in RCF CR2600 series,PCS,129,128
1,17170146,RCF,PU 2,Two unit blank panel,PCS,118,117
1,17170147,RCF,PU 3,Three unit blank panel,PCS,151,149
1,17170149,RCF,P AER,"Natural ventilation panel, 1 rack unit",PCS,118,117
1,17120056,RCF,OT 3500,"0dB, 1:1 output transformer, metal box, remov. screw terminals",PCS,377,372
1,13360102,RCF,AC XLR 3M3F,3 male + 3 female XLR connectors (3 pins),PCS,75,74
1,12399042,RCF,CA 2/C,Two wire shielded cable 100mt roll. Price per meter,PCS,11,11
1,12399043,RCF,CA 2+2/C,"Two wire shielded cable with additional pair, 100mt roll. Price per meter",PCS,11,11
1,13133037,RCF,HD 3216T,"70/100V 25W square plastic paging horn, IP 66, UL-HB material UV stabil., INOX acc., ",PCS,613,606
1,13133030,RCF,HD 1110,Compact horn 20W - 8 ohm,PCS,420,415
1,17180010,RCF,DMU 6100,Central Unit RCF Forum Discussion system  ,PCS,7103,7017
1,17180011,RCF,DMS 6410,Microphone set for RCF Forum Discussion system,PCS,2099,2073
1,17180013,RCF,DMS 6410X,Microphone console XLR gooseneck RCF Forum Discussion system,PCS,2475,2445
1,17180034,RCF,DEC 6104,Expansion module for DMU6100,PCS,4682,4625
1,17180042,RCF,MMU 3100,"Meeting compact syst. control amplif., 80 console, 80W - 100V",PCS,4305,4253
1,14322019,RCF,MMS 3405P,"President unit  with gooseneck electret mic., light ring, CAT5 FTP",PCS,1453,1435
1,14322020,RCF,MMS 3404D,"Delegate unit  with gooseneck electret mic., light ring, CAT5 FTP",PCS,1292,1276
1,17180014,RCF,DCA 6000,100m cable reel for RCF Forum Discussion system + 12 RJ 10p connectors ,PCS,2099,2073
1,17180029,RCF,DCA 6005,Extension cables 5 m RCF Forum 6000 Discussion system,PCS,301,298
1,17180031,RCF,DCA 6020,Extension cables 20 m RCF Forum 6000 Discussion system,PCS,517,510
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
