Brand ,"REFERENCE/
PART NO",Model,Description EN,UOM,MRP QAR,MRP AED
GARVAN,SNW14V,SNW14V,"On-wall Marine Speaker Full Range 130mm 50 Wrms 100V - 50W / 37,5W / 25W",Pcs,2483,2454
GARVAN,SNW23M,SNW23M,On-Wall Full Range marine speaker 2x130 mm  50+50 Wrms  8+8 ohm,Pcs,3829,3783
GARVAN,SNW23V,SNW23V,"On-Wall Full Range marine speaker 2x130 mm  50+50 Wrms  100V - (50W / 37,5W / 25W) x2",Pcs,4858,4800
GARVAN,KW16M,KW16M,2 ways Marine loudspeaker 1xWF 160mm 1xTW 20mm - 100Wrms - 8?  suited for on-wall installation,Pcs,4618,4562
GARVAN,KW16V,KW16V,"2 ways Marine loudspeaker 1xWF 160mm 1xTW 20mm - 70/100V - 50W / 37,5W / 25W",Pcs,5135,5073
GARVAN,SNW413,SNW413,On-wall speaker with 1x SNW213 + 1x SNW112,Pcs,4400,4347
GARVAN,QKT061-TN01,QKT061-TN01,"Quadra speaker panel 59,5x59,5x7,9cm - 50Wrms 8? - false ceiling installation  - white",Pcs,1196,1182
GARVAN,QKV061-TN01,QKV061-TN01,"Quadra Speaker panel 59,5x59,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation – white",Pcs,1441,1424
GARVAN,QKT061-TN02,QKT061-TN02,"Quadra™ Panel Speaker 59,5x59,5x7,9cm - 50Wrms 8? - False ceiling installation - black TNT",Pcs,1196,1182
GARVAN,QKV061-TN02,QKV061-TN02,"Quadra™ Panel Speaker 59,5x59,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation - finish black TNT",Pcs,1441,1424
GARVAN,QKT061-,QKT061-,"Quadra™ Panel Speaker 59,5x59,5x7,9cm - 50Wrms 8? - False ceiling installation - finish Fabric ECO",Pcs,1314,1298
GARVAN,QKV061-,QKV061-,"Quadra™ Panel Speaker 59,5x59,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation - finish Fabric ECO",Pcs,1559,1540
GARVAN,QKT121-TN01,QKT121-TN01,"Quadra Speaker Panel 59,5x119,5x7,9cm - 50Wrms 8? - False ceiling installation - white TNT",Pcs,1704,1683
GARVAN,QKV121-TN01,QKV121-TN01,"Quadra speaker panel 59,5x119,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation - white TNT",Pcs,1949,1925
GARVAN,QKT121-TN02,QKT121-TN02,"Quadra speaker Panel 59,5x119,5x7,9cm - 50Wrms 8? - False ceiling installation - finish black TNT",Pcs,1704,1683
GARVAN,QKV121-TN02,QKV121-TN02,"Quadra speaker panel 59,5x119,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation - black TNT",Pcs,1949,1925
GARVAN,QKT121-,QKT121-,"Quadra speaker Panel 59,5x119,5x7,9cm - 50Wrms 8? - False ceiling installation - finish Fabric ECO",Pcs,1917,1894
GARVAN,QKV121-,QKV121-,"Quadra speaker panel 59,5x119,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation - Fabric ECO",Pcs,2157,2131
GARVAN,QKT063-TN01,QKT063-TN01,"Quadra™ Speaker Panel 62,5x62,5x7,9cm - 50Wrms 8? - False Ceiling speaker - finish white TNT",Pcs,1196,1182
GARVAN,QKV063-TN01,QKV063-TN01,"Quadra speaker panel 62,5x62,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation - white TNT",Pcs,1441,1424
GARVAN,QKT063-TN02,QKT063-TN02,"Quadra Speaker panel 62,5x62,5x7,9cm - 50Wrms 8? - False ceiling installation - black TNT",Pcs,1196,1182
GARVAN,QKV063-TN02,QKV063-TN02,"Quadra speaker panel 62,5x62,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation -  black TNT",Pcs,1441,1424
GARVAN,QKT063-,QKT063-,"Quadra Speaker panel 62,5x62,5x7,9cm - 50Wrms 8? - False ceiling installation - finish Fabric ECO",Pcs,1314,1298
GARVAN,QKV063-,QKV063-,"Quadra speaker panel 62,5x62,5x7,9cm - 70/100 V - 10/15/20W - False ceiling installation -  Fabric ECO",Pcs,1559,1540
GARVAN,CW195F,CW195F,"On-Wall cabinet 19x19x7,6cm paintable matt white",Pcs,743,734
GARVAN,CW195H,CW195H,"On-Wall cabinet 19x19x7,6cm ral 9005 matt black",Pcs,743,734
GARVAN,CW195Z,CW195Z,"On-wall cabinet 19x19x7,6cm - Corten effect",Pcs,1169,1155
GARVAN,CW195C,CW195C,"On-wall cabinet 19x19x7,6cm - RAL colours",Pcs,1088,1075
GARVAN,CW195S,CW195S,"On-Wall cabinet 19x19x7,6cm satin stainless steel",Pcs,1124,1110
GARVAN,CW282F,CW282F,"On-Wall cabinet 19x28x7,6cm paintable matt white ral 9016",Pcs,915,904
GARVAN,CW282H,CW282H,"On-wall cabinet 19x28x7,6cm laquered in matt black ral 9005",Pcs,915,904
GARVAN,CW282Z,CW282Z,"On-Wall cabinet 19x28x7,6cm Corten effect",Pcs,1468,1451
GARVAN,CW282C,CW282C,"On-Wall cabinet 19x28x7,6cm RAL colours",Pcs,1369,1352
GARVAN,CW282S,CW282S,"On-Wall cabinet 19x28x7,6cm satin stainless steel",Pcs,1409,1392
GARVAN,CW442F,CW442F,"On-Wall cabinet 19x44x7,6cm paintable matt white ral 9016",Pcs,1065,1052
GARVAN,CW442H,CW442H,"On-Wall cabinet 19x44x7,6cm ral 9005 matt black",Pcs,1065,1052
GARVAN,CW442Z,CW442Z,"On-wall cabinet 19x44x7,6cm - Corten effect",Pcs,1736,1715
GARVAN,CW442C,CW442C,On-Wall cabinet 19x44x7.6cm - RAL colours,Pcs,1609,1589
GARVAN,CW442S,CW442S,On-Wall cabinet 19x44x7.6cm satin stainless steel,Pcs,1645,1625
GARVAN,CW542F,CW542F,On-wall cabinet 19x80.5x10cm - paintable matt white RAL 9016,Pcs,2270,2243
GARVAN,CW542H,CW542H,On-wall cabinet 19x80.5x10cm laquered in  RAL 9005 matt black,Pcs,2270,2243
GARVAN,CW542Z,CW542Z,On-wall cabinet 19x80.5x10cm - Corten effect,Pcs,3875,3828
GARVAN,CW542C,CW542C,On-wall cabinet 19x80.5x10cm - RAL colours,Pcs,3557,3515
GARVAN,CW542S,CW542S,On-wall cabinet 19x80.5x10cm - satin stainless steel,Pcs,3693,3649
GARVAN,CW196F,CW196F,"Marine on-wall cabinet 19x19x7,6cm stainless steel aisi.316 paintable matt white RAL 9016",Pcs,1437,1419
GARVAN,CW196H,CW196H,"Marine on-wall cabinet 19x19x7,6cm stainless steel aisi.316 - matt black RAL 9005",Pcs,1437,1419
GARVAN,CW196Z,CW196Z,"Marine on-Wall cabinet 19x19x7,6cm stainless steel aisi.316 Corten effect",Pcs,1872,1849
GARVAN,CW196C,CW196C,"Marine on-Wall cabinet 19x19x7,6cm stainless steel aisi.316 RAL colours",Pcs,1790,1768
GARVAN,CW196S,CW196S,"Marine on-wall cabinet 19x19x7,6cm AISI.316 satin stainless steel",Pcs,1446,1428
GARVAN,CW443F,CW443F,Marine On-Wall cabinet 194x443x100mm stainless stell aisi.316 - paintable matt white ral 9016,Pcs,2121,2095
GARVAN,CW443H,CW443H,Marine on-wall cabinet194x443x100mm stainless stell aisi.316 RAL 9005 matt black,Pcs,2121,2095
GARVAN,CW443Z,CW443Z,On-Wall cabinet 19x44x10cm stainless steel aisi.316 Corten effect,Pcs,2805,2771
GARVAN,CW443C,CW443C,Marine on-wall cabinet 19x44cm stainless steel aisi.316 - RAL Colours,Pcs,2674,2642
GARVAN,CW443S,CW443S,Marine on-Wall cabinet 194x443x100mm satin stainless steel aisi.316,Pcs,2148,2122
GARVAN,81BXXF,81BXXF,"Microperforated metal grille speaker cover diameter 19,3cm - paintable matt white",Pcs,295,291
GARVAN,81BXXC,81BXXC,"Microperforated metal grille speaker cover diameter 19,3cm - RAL Colours",Pcs,498,492
GARVAN,81BXXH,81BXXH,"Microperforated metal grille speaker cover diameter 19,3cm - matt black RAL 9005",Pcs,295,291
GARVAN,81AXX1,81AXX1,"Speaker cover diameter 19,3cm ice white fabric",Pcs,295,291
GARVAN,81AXX3,81AXX3,"Speaker cover diameter 19,3cm black fabric",Pcs,295,291
GARVAN,81AXX,81AXX,"Speaker cover diameter 19,3cm custom color fabric",Pcs,358,354
GARVAN,82DX,82DX,"Speaker cover diameter 19,3cm  custom color overlapping grille + 2 cm custom color metal grille",Pcs,689,681
GARVAN,82CX,82CX,"Speaker cover diameter 19,3cm custom fabric behind visible custom color frame",Pcs,689,681
GARVAN,11BXXF,11BXXF,Microperforated metal grille speaker cover 19x19cm - paintable matt white ral 9016,Pcs,295,291
GARVAN,11BXXC,11BXXC,Microperforated metal grille speaker cover 19x19 cm - RAL Colours,Pcs,498,492
GARVAN,11BXXH,11BXXH,"Microperforated metal grille speaker cover,  19x19 cm - matt black ral 9005",Pcs,295,291
GARVAN,11BXXS,11BXXS,Microperforated metal grille speaker cover 19x19cm - satin stainless steel,Pcs,390,385
GARVAN,11BXXZ,11BXXZ,Microperforated metal grille speaker cover 19x19cm - Corten effect,Pcs,535,528
GARVAN,11AXX1,11AXX1,Speaker cover 19x19cm white fabric,Pcs,295,291
GARVAN,11AXX3,11AXX3,Speaker cover 19x19cm black fabric,Pcs,295,291
GARVAN,11AXX,11AXX,Speaker cover 19x19cm custom color fabric,Pcs,358,354
GARVAN,12DX,12DX,Speaker cover 19x19cm custom color  overlapping grille + 2 cm custom color metal grille,Pcs,689,681
GARVAN,12CX,12CX,Speaker cover 19x19cm custom fabric behind visible custom color frame,Pcs,689,681
GARVAN,31BXXF,31BXXF,Microperforated metal grille speaker cover 19x28cm - paintable matt white ral 9016,Pcs,367,363
GARVAN,31BXXC,31BXXC,Microperforated metal grille speaker cover 19x28cm - RAL colours,Pcs,594,587
GARVAN,31BXXH,31BXXH,"Microperforated metal grille speaker cover, 19x28 cm - matt black ral 9005",Pcs,367,363
GARVAN,31BXXS,31BXXS,Microperforated metal grille speaker cover 19x28cm - Satin stainless steel,Pcs,453,448
GARVAN,31BXXZ,31BXXZ,Microperforated metal grille speaker cover 19x28cm - Corten effect,Pcs,639,631
GARVAN,31AXX1,31AXX1,Speaker cover 19x28cm white fabric,Pcs,367,363
GARVAN,31AXX3,31AXX3,Speaker cover 19x28cm black fabric,Pcs,367,363
GARVAN,31AXX,31AXX,Speaker cover 19x28cm custom color fabric,Pcs,421,416
GARVAN,32DX,32DX,Speaker cover 19x28cm custom color custom color overlapping grille + 2 cm custom color metal grille,Pcs,843,833
GARVAN,32CX,32CX,Speaker cover 19x28cm custom fabric behind visible custom color frame,Pcs,843,833
GARVAN,41BXXF,41BXXF,Microperforated metal grille  speaker cover 19x44cm matt - paintable white RAL 9016,Pcs,421,416
GARVAN,41BXXC,41BXXC,Microperforated metal grille speaker cover 19x44cm - RAL colours,Pcs,725,716
GARVAN,41BXXH,41BXXH,Microperforated metal grille speaker cover 19x44cm - matt black RAL 9005,Pcs,421,416
GARVAN,41BXXS,41BXXS,Microperforated metal grille speaker cover 19x44cm - satin stainless steel,Pcs,562,555
GARVAN,41BXXZ,41BXXZ,Microperforated metal grille speaker cover 19x44cm - Corten effect,Pcs,793,784
GARVAN,41AXX1,41AXX1,Speaker cover 19x44cm white fabric,Pcs,421,416
GARVAN,41AXX3,41AXX3,Speaker cover 19x44cm black fabric,Pcs,421,416
GARVAN,41AXX,41AXX,Speaker cover 19x44cm custom color fabric,Pcs,512,506
GARVAN,42DX,42DX,Speaker cover 19x44cm custom color custom color overlapping grille + 2 cm custom color metal grille,Pcs,1047,1034
GARVAN,42CX,42CX,Speaker cover 19x44cm custom fabric behind visible custom color frame,Pcs,1047,1034
GARVAN,71BXXF,71BXXF,Microperforated metal grille speaker cover 19x80cm - paintable matt white,Pcs,811,801
GARVAN,71BXXC,71BXXC,Microperforated metal grille speaker cover 19x80cm  - RAL colours,Pcs,1409,1392
GARVAN,71BXXH,71BXXH,Microperforated metal grille speaker cover 19x80cm - matt black ral 9005,Pcs,811,801
GARVAN,71BXXS,71BXXS,Microperforated metal grille speaker cover 19x80cm - satin stainless steel,Pcs,1079,1066
GARVAN,71BXXZ,71BXXZ,Microperforated metal grille speaker cover 19x80cm  - Corten effect,Pcs,1505,1486
GARVAN,71AXX1,71AXX1,Speaker cover 19x80cm white fabric,Pcs,811,801
GARVAN,71AXX3,71AXX3,Speaker cover 19x80cm black fabric,Pcs,811,801
GARVAN,71AXX,71AXX,Speaker cover 19x80cm custom color fabric,Pcs,979,967
GARVAN,72DX,72DX,Speaker cover 19x80cm custom color custom color overlapping grille + 2 cm custom color metal grille,Pcs,2076,2051
GARVAN,72CX,72CX,Speaker cover 19x80cm custom fabric behind visible custom color frame,Pcs,2076,2051
GARVAN,51BXXF,51BXXF,Microperforated metal grille speaker cover 28x28cm - paintable matt white ral 9016,Pcs,435,430
GARVAN,51BXXH,51BXXH,Microperforated metal grille speaker cover 28x28cm - matt black RAL9005,Pcs,435,430
GARVAN,51BXXC,51BXXC,Microperforated metal grille Speaker cover 28x28cm - RAL colours,Pcs,743,734
GARVAN,51AXX1,51AXX1,Speaker cover 28x28cm white fabric,Pcs,435,430
GARVAN,51AXX3,51AXX3,Speaker cover 28x28cm black fabric,Pcs,435,430
GARVAN,51AXX,51AXX,Speaker cover 28x28cm custom color fabric,Pcs,539,533
GARVAN,52DX,52DX,Speaker cover 28x28cm custom color custom color overlapping grille + 2 cm custom color metal grille,Pcs,1119,1106
GARVAN,52CX,52CX,Speaker cover 28x28cm custom fabric behind visible custom color frame,Pcs,1119,1106
GARVAN,11BXMF,11BXMF,Marine paint microperforated metal grille speaker cover 19x19cm  -  paintable matt white,Pcs,412,407
GARVAN,11BXMH,11BXMH,Marine paint microperforated metal grille speaker cover 19x19cm matt black RAL 9005,Pcs,412,407
GARVAN,11BXMC,11BXMC,Marine microperforated metal grille speaker cover 19x19cm - RAL colours,Pcs,548,542
GARVAN,11BXMZ,11BXMZ,Microperforated metal grille speaker cover 19x19cm - Corten effect,Pcs,594,587
GARVAN,41BXMF,41BXMF,Marine microperforated metal grille speaker cover 19x44cm  - paintable matt white,Pcs,612,604
GARVAN,41BXMH,41BXMH,Marine microperforated metal grille speaker cover 19x44cm  - matt black RAL 9005,Pcs,612,604
GARVAN,41BXMC,41BXMC,Marine microperforated metal grille speaker cover 19x44cm - RAL colours,Pcs,811,801
GARVAN,41BXMZ,41BXMZ,Marine microperforated metal grille speaker cover 19x44cm  - Corten effect,Pcs,870,860
GARVAN,F1BMXF,F1BMXF,"Microperforated metal grille speaker cover diameter 11,0cm new design lacquered in paintable white",Pcs,195,193
GARVAN,F1BMXH,F1BMXH,"Microperforated metal grille speaker cover diameter 11,0cm - new design lacquered in black",Pcs,195,193
GARVAN,F1BMXC,F1BMXC,"Microperforated metal grille speaker cover diameter 11,0cm new design RAL colours",Pcs,367,363
GARVAN,F2DM,F2DM,Speaker cover diameter 11cm custom color overlapping grille + 2 cm custom color metal grille,Pcs,458,452
GARVAN,A1BMXF,A1BMXF,Microperforated metal grille Speaker cover 11x11cm - new design- laquered in paintable white,Pcs,195,193
GARVAN,A1BMXH,A1BMXH,Microperforated metal grille speaker cover 11x11cm - new design - lacquered  in matt black,Pcs,195,193
GARVAN,A1BMXC,A1BMXC,Microperforated metal grille speaker cover 11x11cm  - new design  - lacquered in RAL,Pcs,367,363
GARVAN,A2DM,A2DM,Speaker cover 11x11cm custom color overlapping grille + 2 cm custom color metal grille,Pcs,458,452
GARVAN,B1BMXF,B1BMXF,Microperforated metal grille Speaker cover 11x28cm - new design- laquered in paintable white,Pcs,295,291
GARVAN,B1BMXH,B1BMXH,Microperforated metal grille Speaker cover 11x28cm - new design- laquered in matt black,Pcs,295,291
GARVAN,B1BMXC,B1BMXC,Microperforated metal grille Speaker cover 11x28cm - new design- laquered in RAL,Pcs,535,528
GARVAN,B2DM,B2DM,Speaker cover 11x28cm custom color overlapping grille + 2 cm custom color metal grille,Pcs,644,636
GARVAN,C1BMXF,C1BMXF,Microperforated metal grille Speaker cover 11x44cm - new design- laquered in paintable white,Pcs,367,363
GARVAN,C1BMXH,C1BMXH,Microperforated metal grille Speaker cover 11x44cm - new design- laquered in matt black,Pcs,367,363
GARVAN,C1BMXC,C1BMXC,Microperforated metal grille speaker cover 11x44cm - new design -  lacquered in RAL,Pcs,657,649
GARVAN,C2DM,C2DM,Speaker cover 11x44cm custom color overlapping grille + 2 cm custom color metal grille,Pcs,775,766
